Image,x0,y0,x1,y1
d096cf539.jpg,0,0,1036,280
c6c267543.jpg,44,30,829,418
4a42ff90f.jpg,108,249,1012,501
22f75863f.jpg,22,277,1013,507
343e97f54.jpg,35,177,982,429
a5db66272.jpg,2,188,1032,377
023f72c08.jpg,107,168,924,441
7be6a47c1.jpg,38,107,869,361
870eceeb4.jpg,10,75,1040,566
e058190f0.jpg,121,5,915,599
76182eb07.jpg,75,11,982,312
7ae6322bd.jpg,0,0,1039,155
9c4f89399.jpg,78,110,932,462
950771782.jpg,9,51,668,337
4724fe148.jpg,76,13,1001,591
7e389b289.jpg,0,0,1033,640
54366f772.jpg,31,24,1040,419
86a36e6d9.jpg,7,7,1035,192
3884fa999.jpg,0,0,535,117
b0bcd9e59.jpg,20,25,1019,446
fdb36f6f9.jpg,20,328,1010,589
0618f6c38.jpg,48,176,988,484
7c3552792.jpg,83,73,876,331
10d4c43af.jpg,164,313,937,490
e96745d9f.jpg,22,76,1030,261
fe63bf806.jpg,68,158,978,479
7945b7a2f.jpg,14,119,671,317
099bd5f45.jpg,119,71,937,413
7fd05d57c.jpg,23,11,652,287
792a67050.jpg,69,202,924,385
50a896ac7.jpg,0,15,1028,447
caa9d16a7.jpg,4,38,1032,267
b17f66f24.jpg,65,1,796,491
b9c387bc9.jpg,54,0,991,506
7920460fc.jpg,0,0,1020,450
4032df461.jpg,109,255,891,441
3e8cdb2b9.jpg,20,221,971,466
8b6a0cac4.jpg,49,166,951,460
ea35e477a.jpg,0,96,1031,342
88baeec3e.jpg,38,82,992,399
d92f5ba9a.jpg,116,120,911,436
354763ac1.jpg,33,10,972,557
99891d6b1.jpg,11,108,645,282
0bd7ff74f.jpg,33,75,975,429
3308f94e2.jpg,238,35,811,523
4f0be7a51.jpg,0,9,956,363
a3c34b118.jpg,36,44,986,367
334c4e2f3.jpg,0,71,1021,392
51617dd46.jpg,82,27,741,406
5ce12807f.jpg,0,179,987,470
8a826cfd8.jpg,191,164,870,1298
df4ed34ad.jpg,26,192,976,474
75548589e.jpg,6,93,1342,424
f0f5f1476.jpg,5,152,1005,477
802681c94.jpg,23,39,1035,455
8911c5479.jpg,73,241,992,508
363110c4b.jpg,33,108,1027,316
cdb9b4a02.jpg,22,115,725,346
58f61e7f4.jpg,267,107,700,553
eaa83e51f.jpg,57,148,944,299
cd952bf10.jpg,0,236,1014,532
494e922c9.jpg,3,7,481,100
c2a2b253d.jpg,19,0,816,426
886ae6e77.jpg,39,134,799,353
e1a86d74d.jpg,27,96,984,366
497c45496.jpg,58,36,992,426
757caf69c.jpg,84,131,998,333
45d3d859a.jpg,0,9,1034,400
556c340a6.jpg,29,279,1006,615
cb8f9e88b.jpg,0,5,1016,301
dcb676276.jpg,5,6,475,232
f095efb6e.jpg,15,219,841,413
aaf2d1773.jpg,197,284,840,431
6614d0af1.jpg,39,76,563,204
ce202f5de.jpg,73,133,1011,463
1efc277d8.jpg,8,0,877,221
9ce0f1e33.jpg,59,196,957,440
7def9fbe6.jpg,17,117,1022,561
8068de844.jpg,135,60,1032,513
ede9d96eb.jpg,26,172,957,430
b07febf81.jpg,45,183,900,375
33e616ccf.jpg,13,22,1001,279
810221ce1.jpg,66,129,956,405
a3d3c9a2e.jpg,14,20,1316,254
3d5b352e7.jpg,13,118,670,293
b75a2d2ef.jpg,6,65,924,488
810bb3989.jpg,17,156,1017,463
33dc2e2d4.jpg,0,140,984,419
96c469971.jpg,30,133,1007,469
394230154.jpg,12,2,1040,276
7c22a9819.jpg,6,13,1039,253
affa934af.jpg,19,3,1027,176
43c74df8a.jpg,84,135,936,463
eb6f079ef.jpg,192,295,912,452
4f2b8ae27.jpg,38,42,150,65
f103a1172.jpg,52,165,987,473
4ad48bc03.jpg,19,70,881,324
5c19ca780.jpg,39,198,975,571
bde418c15.jpg,20,2,1010,550
f38b26a85.jpg,52,60,1004,359
1a75be866.jpg,111,144,608,272
14f37045b.jpg,14,231,1018,506
d1f30eb73.jpg,93,188,942,404
f3346d46c.jpg,2,95,1022,363
94e15dfd2.jpg,11,6,586,228
c7f556dec.jpg,64,126,953,515
658575742.jpg,0,31,429,138
8a462312f.jpg,27,255,1000,480
26d355e67.jpg,0,143,681,352
050a06daf.jpg,0,21,967,358
30fc3dd87.jpg,32,10,899,327
7d1e4da35.jpg,0,19,922,298
ef50e4467.jpg,38,67,670,357
4ad658e83.jpg,73,36,305,158
d61de02f4.jpg,23,23,863,164
65e11d321.jpg,21,86,1046,314
4d7bbc98b.jpg,18,12,1032,178
4f031c62a.jpg,9,19,1013,435
b05d79c0d.jpg,2,21,1023,382
90fbc28ea.jpg,65,86,926,457
93074f980.jpg,34,74,1005,354
938f9390d.jpg,34,10,1026,347
3d0a26399.jpg,50,133,1002,335
de0159d88.jpg,93,99,852,471
8d723a8c3.jpg,372,75,709,779
48ac49218.jpg,86,136,949,427
171432590.jpg,5,154,1010,439
3315f8346.jpg,66,94,974,498
36c9601e7.jpg,0,80,1020,451
c6336c929.jpg,17,32,996,328
fb3de3700.jpg,34,20,674,265
3f8c91ec0.jpg,24,52,670,367
efe5e56b3.jpg,30,183,989,384
b9c4ab46d.jpg,42,147,636,342
03f4675ff.jpg,14,190,966,460
c6781c516.jpg,62,130,1010,336
d35508b67.jpg,31,45,415,143
980b74d6e.jpg,26,81,999,444
5b2421692.jpg,17,21,1040,363
9814ddbb8.jpg,5,6,1021,345
80859189a.jpg,115,170,909,483
6b543d3ef.jpg,47,41,951,409
5c6cb1b8d.jpg,16,61,1010,529
a18c6d91a.jpg,30,0,1026,410
fec25d9ab.jpg,15,117,1009,429
d95ff0261.jpg,47,0,4468,568
a6899169d.jpg,30,8,1018,370
189a97d50.jpg,26,153,1012,444
9b7975035.jpg,6,78,1031,500
b79e51dba.jpg,85,177,936,465
91aba9f13.jpg,0,53,1002,513
b0107089f.jpg,120,117,943,465
21616a811.jpg,20,161,1009,449
e6734941a.jpg,34,42,360,132
8e4b6ff42.jpg,10,28,1015,424
1fe40642f.jpg,45,105,1047,348
bdba94c9d.jpg,5,54,472,187
ae1673652.jpg,7,106,825,327
964894403.jpg,315,137,741,296
dbda68735.jpg,16,183,1045,357
67dd2fe97.jpg,65,160,924,479
2355f061b.jpg,13,24,1011,450
84c683151.jpg,39,18,868,478
dab35ee02.jpg,85,263,883,410
732d39791.jpg,11,96,1026,324
ec0f2c317.jpg,72,169,874,396
9b3ff8dff.jpg,13,17,1039,385
af8d5b6d7.jpg,2,5,1004,496
91d5c9670.jpg,2,18,1021,314
515d6eb11.jpg,31,150,969,417
f4add4879.jpg,91,172,908,472
26bf68275.jpg,9,137,1010,348
c0b26069b.jpg,16,36,1012,306
ef82790c9.jpg,61,214,752,350
b67a1a054.jpg,20,89,1026,389
f73a2342e.jpg,78,0,1000,402
7bcce347a.jpg,69,127,910,679
c45a4db35.jpg,66,6,632,399
997614833.jpg,0,27,994,365
a9c714fe8.jpg,51,56,993,328
047f3949c.jpg,12,223,990,642
3dc0f520e.jpg,98,262,904,472
714880628.jpg,20,140,1026,537
55d7bced7.jpg,0,33,2663,427
02fe15b8b.jpg,0,66,877,288
cf9d17dd0.jpg,278,256,710,354
f22116280.jpg,96,138,939,550
1160292bd.jpg,82,353,931,557
ea35ea16c.jpg,28,228,1009,411
f84131bb9.jpg,42,101,1012,510
61452de67.jpg,0,13,1043,281
a87e7f75c.jpg,33,41,798,407
c8f66e8d8.jpg,104,164,915,359
851bf6d42.jpg,219,163,799,318
47b9c75d8.jpg,52,52,462,264
614f8d72e.jpg,7,10,1025,407
8336c3836.jpg,180,189,952,494
1bb5078ef.jpg,10,270,1011,499
8a7285244.jpg,58,169,946,427
dbc1a7736.jpg,17,63,1042,339
65ca08d5a.jpg,87,172,946,465
66f84290e.jpg,1,200,1028,477
3d2886169.jpg,0,0,1050,788
b31c8ef21.jpg,70,236,965,516
a7b31a3a5.jpg,93,165,872,513
02d79a2aa.jpg,36,26,1037,280
e108bd221.jpg,154,154,859,409
a4b7e3a84.jpg,76,225,963,545
61f59912b.jpg,20,28,551,267
9f2713d53.jpg,59,213,949,432
0631db372.jpg,54,106,1003,326
245929082.jpg,57,41,998,459
97da936c4.jpg,188,90,968,339
d293236f9.jpg,34,86,1001,338
10301cec9.jpg,49,239,971,470
413ff6cf0.jpg,28,1,1001,440
cac445d72.jpg,3,0,1047,268
1b5d4debb.jpg,69,278,931,471
dcab6528f.jpg,8,192,1015,445
02270be38.jpg,8,44,1039,259
c93b6d042.jpg,64,110,993,315
77670be6b.jpg,5,86,996,398
5f4b305ed.jpg,17,218,1010,539
7c48a3636.jpg,34,154,994,445
740a4dccb.jpg,9,74,1009,396
b56ac40fc.jpg,332,106,856,299
a253f3b7e.jpg,0,39,1023,475
f6fff5956.jpg,17,142,870,356
8c39358b7.jpg,8,20,691,333
84b52ef1b.jpg,16,120,1021,470
1d40374cf.jpg,154,129,892,473
906dce73e.jpg,25,142,990,470
683d6e86f.jpg,18,97,973,502
12d184a1d.jpg,4,9,410,133
bbd307d22.jpg,43,101,940,591
742921fe1.jpg,26,126,998,602
76773be5f.jpg,5,2,1039,192
914273766.jpg,22,24,1020,200
12ad148e2.jpg,22,136,1035,311
19b80dd35.jpg,0,187,747,381
e12a65860.jpg,0,89,1034,387
5f07ed369.jpg,27,155,950,377
3c81b70f4.jpg,18,65,1019,317
d2cbbf2db.jpg,28,69,1013,296
6acfdfbb6.jpg,12,101,681,265
0f1d4384b.jpg,0,121,1047,391
07ac2b767.jpg,3,1,1028,395
24687d4e7.jpg,0,8,1042,326
3fbe45915.jpg,91,97,977,292
93fc50955.jpg,103,196,875,350
1945f4fab.jpg,0,89,1050,381
56850b285.jpg,33,55,951,478
c1324fd62.jpg,22,48,725,315
35c723b44.jpg,12,63,1001,362
df09f822a.jpg,0,14,1031,245
685f51102.jpg,21,5,1016,186
4e3287b3c.jpg,19,18,1004,418
3da7d4acc.jpg,10,164,853,352
3fd7b3b66.jpg,0,128,898,530
c074de5f5.jpg,16,112,920,356
438cd2452.jpg,30,131,1013,491
374f5553a.jpg,0,0,1047,237
d80ad3920.jpg,28,212,849,431
9eca02b3d.jpg,54,203,992,381
47a93852a.jpg,13,100,978,429
9236c6f34.jpg,0,0,1040,239
8238b5b87.jpg,42,191,968,684
04c72257b.jpg,5,1,1039,289
a609f690e.jpg,14,156,1017,422
bbbc85176.jpg,11,9,1050,184
75c65d72e.jpg,13,5,1037,203
12bd94457.jpg,104,87,980,343
8d2fe63f3.jpg,0,40,2675,451
7540df27f.jpg,10,5,1034,234
20554cdf3.jpg,18,109,1008,521
087499d68.jpg,19,222,1026,506
36fec5a40.jpg,51,204,1018,536
68ef9b93e.jpg,5,53,1047,403
145fae7de.jpg,85,47,936,353
fc7be497a.jpg,9,0,992,648
86c0637fa.jpg,81,98,976,374
f250102e8.jpg,74,15,626,357
bb1d19408.jpg,29,243,992,438
922dec407.jpg,238,32,779,548
5b8796cbd.jpg,25,18,1026,336
63dcc6f7b.jpg,12,99,1003,351
0e4e5cb8a.jpg,13,131,999,436
a248100c6.jpg,39,232,969,452
82a41900e.jpg,29,29,671,259
986150436.jpg,0,98,862,396
95b70482f.jpg,7,30,1026,232
f5cf1da12.jpg,5,54,681,297
165b8359a.jpg,43,123,981,335
038b50a77.jpg,16,159,1030,375
d2ab37982.jpg,25,134,1017,431
48b684ca5.jpg,39,156,1004,453
cd9b982d9.jpg,53,118,962,455
bd9bda9d3.jpg,0,16,1031,270
d1e4bcc89.jpg,0,4,1047,288
056cd345d.jpg,21,132,667,356
7242f952b.jpg,5,86,1050,379
24c68d5a3.jpg,23,45,1018,404
332f8ef5d.jpg,6,50,1007,334
6970910f5.jpg,13,69,736,342
81e06e68c.jpg,28,102,981,515
4ed1353f4.jpg,11,224,976,559
8e25f1e2d.jpg,83,25,982,344
3577588f3.jpg,149,145,1700,534
9babb169b.jpg,6,20,968,410
9389e3865.jpg,2,90,1017,408
72d223cd2.jpg,61,165,514,284
d5a64f784.jpg,8,165,922,459
2387a91cf.jpg,32,21,1050,345
b33ea76ac.jpg,12,152,1002,380
e579b10d2.jpg,17,20,1031,286
d6b0f4392.jpg,25,159,1009,367
c93134851.jpg,5,192,1012,441
f0390f6d0.jpg,2,0,958,356
4fa16ad3a.jpg,7,106,854,388
7cb532c20.jpg,11,12,1030,199
8d3104193.jpg,24,14,877,187
498830214.jpg,26,70,1028,491
e253827e9.jpg,14,84,1023,369
201c924dd.jpg,227,93,818,395
a6545d1df.jpg,52,129,596,259
bff556f58.jpg,48,55,985,412
7d7ee825f.jpg,20,107,1010,317
f031ef091.jpg,16,214,1005,491
40f70fe67.jpg,138,79,572,278
e7b61c2c7.jpg,6,10,984,247
0df714e16.jpg,31,15,897,266
e436c1297.jpg,62,89,953,267
f029b430a.jpg,0,9,1035,340
ee49f49c8.jpg,8,95,679,272
8d5c690ed.jpg,53,49,974,375
dadd173b9.jpg,10,6,1010,459
4c0ca9d94.jpg,128,26,936,489
cbfefdffe.jpg,0,0,1030,283
92965bd77.jpg,8,18,1018,700
9322f2196.jpg,65,137,613,310
26a5f630a.jpg,0,41,999,567
e63b99d75.jpg,42,47,1026,527
b5e4c11a2.jpg,75,240,878,412
93b1b8431.jpg,20,26,1040,240
3b3483ba9.jpg,9,72,1023,362
d9c0af6b6.jpg,22,9,1013,315
7265efc78.jpg,43,20,956,232
8a8d3bda3.jpg,3,12,1024,205
7a50cf368.jpg,61,53,950,357
3727d7fc3.jpg,15,143,1024,309
e65ac6885.jpg,53,209,866,456
f2221205b.jpg,23,131,1021,408
18fc239b1.jpg,14,226,1000,487
558e2ba65.jpg,11,56,989,484
29b167a3c.jpg,6,0,1026,352
556a9f8f6.jpg,44,87,1005,297
492f18f16.jpg,31,250,993,464
8e9468f88.jpg,22,109,701,307
0afe8c93a.jpg,43,40,1007,327
119f88bbb.jpg,0,149,1018,484
92ae53c62.jpg,0,0,1026,287
1176ee54c.jpg,75,281,971,510
41e355f7c.jpg,42,71,1011,303
5fcf2cb5d.jpg,0,153,1032,354
a9d9f3586.jpg,61,15,812,479
e812d1479.jpg,25,137,1006,560
93925bc5d.jpg,8,160,1000,358
adf2052e7.jpg,33,161,873,442
85801d031.jpg,18,169,1020,335
099fd2fdc.jpg,121,177,669,281
8ac4becc8.jpg,32,170,1769,492
8fe3da7e8.jpg,71,207,987,441
a41c28d65.jpg,6,64,1040,387
13acd4295.jpg,25,4,1036,411
cb693efcf.jpg,37,0,647,285
7e2ab3085.jpg,2,71,1033,364
9f9b9bbd6.jpg,8,149,1039,675
923e45751.jpg,10,128,1028,348
8c8eaa610.jpg,0,200,1008,500
fa9845bb1.jpg,12,15,590,202
494701604.jpg,0,132,1020,451
df02f88f6.jpg,24,192,776,341
d53d97c92.jpg,2,0,1047,544
80ec5f45d.jpg,364,245,627,330
5bd032622.jpg,3,137,679,311
29cb354fe.jpg,23,10,1004,445
b15a36613.jpg,17,34,1016,408
8328e1a2c.jpg,0,14,1019,477
89fe4ff2b.jpg,80,211,983,423
aae058f21.jpg,188,199,798,345
4994ab613.jpg,0,16,1020,418
0202dfb29.jpg,23,5,450,236
9e15357e0.jpg,8,48,986,345
861a6f074.jpg,51,193,1001,545
da5c43349.jpg,4,193,886,422
fb2d09f2e.jpg,25,121,1020,282
3f24c5302.jpg,9,38,865,367
46ac1ece9.jpg,0,22,1038,220
f742fd685.jpg,10,15,1021,275
24bd87f8d.jpg,32,148,1037,340
e96c5cd8c.jpg,54,97,1003,327
7c8292b22.jpg,7,87,457,221
0bef01d4e.jpg,13,267,994,446
58dd4026f.jpg,47,148,992,499
0148ba553.jpg,0,2,1030,299
3d40005be.jpg,23,129,985,394
ca48da196.jpg,9,258,1018,489
422cfcdb3.jpg,81,78,948,311
c81d1eb3e.jpg,0,12,915,248
f1b850552.jpg,17,106,1004,482
b00f40efb.jpg,0,14,1029,321
a3ff0c10c.jpg,22,3,1013,426
